TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectA - TIM - 1898,L4 VML RTA: [L4-SRVML-9] intent unclear with respect to flow-down of [L3-SFS-747],3,"According to the 7/5/05 DOORS database, (40) L4 requirements are linked to [L3-SFS-747] - (4) of which are from the L4 VML requirements. [L4-SRVML-9] seems like the most applicable requirement linked from the L4 VML requirements to [L3-SFS-747]. However, the wording of [L4-SRVML-9] makes it difficult to determine the intent of this requirement. Also, it is not clear whether maintaining counters, as stipulated by [L3-SFS-747], is consistent with providing ""proper interface to accept and reject commands."" Therefore, [L3-SFS-747] is not clearly flowed down to the L4 VML requirements. Referenced Requirements: Artifact: DOORS database dated 7/5/05 [L3-SFS-747] The Flight Software shall provide command accept and reject counters for subsystem tasks and interfaces. Requirements linked to [L3-SFS-747]: [L4-SRVML-9] VM Task Health & Safety - VM Task shall provide proper interface to accept and reject commands and housekeeping packet generation. [L4-SRVML-14] VM Command Interface - VM Task shall provide capability to interface with the Flight Software through Command interface. [L4-SRVML-15] VM Command Handling - VM Task shall provide command-handling interface capabilities to receive scheduled and unscheduled commands addressed to VMLFC as well as on-board subsystems. [L4-SRVML-16] Spacecraft-VMLFC Command Execution - VM Task shall provide command-handling interface capabilities to recognize all commands in Command Database. Other requirements linked to [L3-SFS-747]: [L4-SROAC-21], [L4-SROAC-22], [L4-SROAC-23], [L4-SROAC-25], [L4-SROAC-26], [L4-SROAC-27], [L4-SROAC-29], [L4-SRUP-7], [L4-SRUP-8], [L4-SRUP-25], [L4-SRUP-28], [L4-SRUP-29], [L4-SRUP-121], [L4-SRUP-122], [L4-SRUP-129], [L4-SRUP-148], [L4-SRUP-150], [L4-SRUP-180], [L4-SRUP-295], [L4-SRUP-296], [L4-SRUP-310], [L4-SROBC-42], [L4-SROBC-45], [L4-SROBC-86], [L4-SROBC-114], [L4-SROBC-116], [L4-SROBC-117], [L4-SROBC-118], [L4-SROBC-119], [L4-SROBC-125], [L4-SROBC-172], [L4-SROBC-173], [L4-SROBC-174], [L4-SROBC-175], [L4-SROBC-210], [L4-SROBC-318]",7/29/05
ProjectA - TIM - 1897,L4 VML RTA: [L3-SFS-724] traceability incomplete and incorrect,3,"[L4-SRVML-22] is linked to [L3-SFS-724], but does not seem directly associated with the parent. The remaining links are from [L4-SRVML-7] and [L4-SRVML-8] to [L3-SFS-724]. The link from [L4-SRVML-7] and, to a lesser extent, the link from [L4-SRVML-8] appear valid; however, these requirements do not sufficiently address [L3-SFS-724]. Also, [L3-SFS-24] is the parent of [L3-SFS-724]; however, the parent is more specific than the child, and as written, the two requirements are inconsistent. [L3-SFS-724] specifies controlling Flight System (FS) events to within 5 minutes; whereas, [L3-SFS-24] specifies 5 seconds, but is limited to science phases. Referenced Requirements: Artifact: DOORS database dated 7/5/05 [L3-SFS-724] The Flight Software shall support control the UTC-relative execution time of a Flight System event to within 5 minutes. Parent of [L3-SFS-724]: [L3-SFS-24] The Flight System shall support control of the UTC-relative execution time of a Flight System event to within 5 seconds during science phases. Note: Allocations of this requirement are in the FGICD. Requirements linked to [L3-SFS-724]: [L4-SRVML-7] VM Task Time Management - VM Task shall provide interface for time synchronization between VM Engines and spacecraft. [L4-SRVML-8] VM Re-start Capability - VM Task shall provide proper interface for initializing VML Flight Component Engines and trigger default configuration. [L4-SRVML-22] VM Event Handler - VM Task shall provide interface for VMLFC internal Event Reports to be logged into Event Handler task with logging capabilities.",7/29/05
ProjectA - TIM - 1896,"Uplink Test Script, Requirements not Traced to any Test Scripts",2,"The attached document contains a table of 120 Uplink SRS requirements, which have a verification method of ""Test"" listed in the 07/05/05 DOORS database but are not traced to any test scripts",7/28/05
ProjectA - TIM - 1895,"Uplink Test Script, ul_CTE_ccw_csw_test, Does not Properly Test L4-SRUP-111 or L4-SRUP-116",2,"Requirements L4-SRUP-111 and L4-SRUP-116 are listed in DOORS traced to the test script ul_CTE_ccw_csw_test; however, the requirements do not appear to be tested in this script. The test script does not list these requirements and test steps could not be found that relate to these capabilities. L4-SRUP-111 : SRC-UPC002.7 - Function Code 66 - Action: Initiate a memory dump L4-SRUP-116 : SRC-UPC002.12 - Function Code 6B - Action: Load the specified dataset into the specified location in memory Heading excerpt from test script: ; Title: ul_ccw_csw_test.scr ; ; Purpose: Functional testing script for Uplink/OBC interface. ; Specifically: ; 1) CCW discrete lines from the ULC to the OBC ; (AMBI_PIDS). The CCW values determine how (which ; mode) the OBC boots. ; 2) CSW discrete lines from the OBC to the ULC ; (QHSS_PIDS). The CSW values indicate the ; success/failure of various boot stages of the OBC. ; 3) Watchdog timer expired from the OBC to the ULC ; (LIO_PID(0)). ; 4) Heartbeat from the OBC to the ULC (LIO_PID(1)) ; ; The following requirements are tested: ;",7/28/05
ProjectA - TIM - 1894,"Uplink Test Script, ul_hlp_command_test, Does not Properly Test L4-SRUP-56 or L4-SRUP-104",2,"Requirements L4-SRUP-56 and L4-SRUP-104 are listed in the test script ul_hlp_command_test and DOORS also traces verification to this script; however, the requirements do not appear to be tested properly due to the differences noted below. According to the header in the test script, ul_hlp_command_test.scr, the script has not been updated specifically to verify ProjectA requirements. 1) L4-SRUP-56 : OV4-UPC007 - The Uplink FSW shall write the HLP command field from the following Standard PCC commands to the HLP hardware if it is non-zero: This requirement is followed by the subrequirements L4-SRUP-57 / OV4-UPC007.A1 - to - L4-SRUP-99 / OV4-UPC007.B15, which are a list of commands for which L4-SRUP-56 applies. Excerpt from test script; note the difference in the requirement definition: ; OV4-UPC007 The UPL shall write the HLP command field in a ; Standard PCC command to the HLP hardware if it is ; non-zero. It would be expected that the subrequirements (commands) would all be tested; however, the commands are not tested in this script. 2) L4-SRUP-104 : SRC-UPC002 - The Uplink FSW shall process the function codes in a Local PCC command in accordance with the following: This requirement is followed by the subrequirements L4-SRUP-105 / SRC-UPC002.1- to - L4-SRUP-118 / SRC-UPC002.14, which are a list of commands for which L4-SRUP-104 applies Excerpt from test script; Note that this Definition does not agree with the one in the script and the testing does not appear to cover the new definition ; SRC-UPC002 The UPL shall write the contents of the HLP Extended ; Code Field into a hardware defined I/O address prior ; to writing the HLP command into the HLP Control ; register if the HLP command is HLP_GRPA_2.",7/28/05
ProjectA - TIM - 1893,"Uplink Test Script, ul_ccw_csw_test, Does not Properly Test L4-SRUP-20",2,"Requirement L4-SRUP-20 is listed in the test script ul_ccw_csw_test and DOORS also traces verification to this script; however, it does not appear to be tested. L4-SRUP-20 : OV4-UCP008 - The Uplink FSW shall verify that the primary header contains a valid Application Identifier (APID). The script does not explain how this requirement will be verified nor specific pass/fail criteria for it. It would be expected that the test would cover a variety of valid and invalid APIDs; however, it does not appear that this occurs in this test script.",7/28/05
ProjectA - TIM - 1892,"Uplink Test Script, ul_telemetry_gatherer_test, Needs Updating From SORCE References to ProjectA Values",2,"The script ul_telemetry_gatherer_test.scr needs updating. This script still refers to SORCE values for verification and ProjectA has different values for the following requirements: 1) L4-SRUP-167 : GLX-UTG002 - The Uplink FSW shall initialize the VCDU Release Rate to a default rate of 360 seconds per VCDU upon boot up. corresponding script excerpt ; GLX-UTG002 The UPL shall initialize the VCDU Release Rate to a ; default rate of 5 seconds per VCDU upon boot up. … ; Verify the default VCDU release rate wait ul_vcdu_rate = 5 2) L4-SRUP-168 : GLX-UTG003 - The Uplink FSW shall provide the capability for the ground to load the VCDU Release Rate with integer value within the range of 0-65,535 (seconds per VCDU, where 0 halts transfer to the Downlink Card). corresponding script excerpt ; GLX-UTG003 The UPL shall provide the capability for the ground to ; load the VCDU Release Rate with an odd integer value ; within the range of 1-31 (seconds per VCDU.) 3) L4-SRUP-174 : SRC-UTG003 - The Uplink FSW shall generate VCDU's with a spacecraft ID of CB hex. corresponding script excerpt SRC-UTG003 The UPL shall generate VCDU's with a spacecraft ID of ; 0A3H. 4) L4-SRUP-175 : SRC-UTG004 - The Uplink FSW shall generate VCDU's with a Reed-Solomon code of DDC hex. corresponding script excerpt SRC-UTG004 The UPL shall generate VCDU's with a Reed-Solomon code ; of 0626BH.",7/28/05
ProjectA - TIM - 1891,Unused Uplink Test Scripts,3,"Two uplink test scripts are found in the Build 4.0 and 5.0 folders, which are not listed in either the Build 4.0 or 5.0 Test Procedure or the 07/05/05 DOORS database. The folder is configuration controlled and should not contain items that are not in use. ul_command_processor_test.scr This script has a number of requirements listed in it and some of them are included in the DOORS database; however, the DOORS database does not have links to this script. ul_cop1_checkout.scr This script has one requirement cited in it; however, the requirement is not in the DOORS database.",7/27/05
ProjectA - TIM - 1890,Missing Uplink Test Scripts in Build 4.0 and 5.0,3,"Three scripts are listed in the Build 4 test procedure and have links in the 07/05/05 DOORS database, but were not part of the build 4.0 or 5.0 test script folders. The following scripts are missing; therefore, it is not possible to verify that the linked requirements are tested: ul_sys_tbl_test, ul_scp_tbl_test, ul_tbl_load_abort_test",7/27/05
ProjectA - TIM - 1889,Incomplete Verification of ACS FDC Requirements by the Build 5 ACS Test Procedures,2,"A. This TIM presents the issues identified through analysis of the following artifacts: 1. OBC ACS Flight Software Requirements Specification, S912-SRS4930, DOORS 7-5-05 data base. 2. ProjectA OBC ACS Flight Test Procedures, S912-TP4930, Revision–B, Section 11.2 ACS FDC Test 3. ProjectA_acs_fdc_test_main_scr () (and all scripts invoked by _main.scr) for Build 5.0 4. ProjectA Attitude Control Subsystem Performance Specification, S912-PF4610, Revision-C 5. ACS Flight Software Requirements Specification, S912-SRS4930, Rev-B B. Sub-Issues (Note: the TIM recommendation field provides IV&V suggested resolutions for each of the following sub-issues) Sub-issue #1: The ACS test procedure does not map individual ACS SRS requirements to specific test points: 38 SRS requirements are mapped to the entire test script and there is no further linking of requirements to test points in the script. . Sub-issue #2: Document 4, Section 11.2, row 6, states: (1) “Action: Review event log, note any unexpected event messages, and note any unexpected results and (2) “Expected Results: The basic functionality should be verified against ACS Performance Spec (S912-PF4610)”. The two statements seem inconsistent as the first focuses on the “event log and noting unexpected messages/results” while the second seems to imply “use the unexpected messages/results to verify basic functionality”. Also, it is unclear why the ACS Performance Specification (ACSPS) is referenced as the document for providing the basis for “expected results” as the Requirement ID column only references ACS SRS requirements (it is noted that several of the linked SRS requirements point to the ACSPS for FDIR type requirements). Sub-issue #3: In most cases the procedure and the scripts do not identify specific pass/fail criteria other than the “wait statements” in the script. These are designed to check whether certain events have happened (e.g., a TMON indicates a fault). Based on the scripts, the test conductor is observing screens that contain TLM, etc. and data is collected for post test analysis (e.g., plots); however, there is no indication of how this data is to be screened for pass/fail. Sub-issue #4: Due to Sub-issue #1 there is little guidance as to where a specific requirement is verified in the test scripts. An analysis of the ProjectA_acs_fdc_test_main.scr shows that few of the linked SRS requirements are verified by the script. The attachment to this TIM identifies: (1) the linked SRS requirements from the OBC ACS Flight Software Requirements Specification, S912-SRS4930 Revision-B; (2) the companion SRS requirements from the 7-5-05 DOORS version and (3) a statement as to whether IV&V could find evidence that the linked test actually verifies the requirement. While the Build 5 ACS FDC Test script exercises many functions associated with ACS FDIR related functions, it seems to be insufficiently focused in scope to verify the detailed ACS SRS requirements.",7/27/05
ProjectA - TIM - 1888,Inconsistent specification of the Verification Method for Uplink Software Requirements in DOORS and the Test Scripts,2,"The following requirements list ""Test"" as the verification method in the DOORS database (07/05/05); however, the test scripts state that the requirements are verified through Code Inspection. The IV&V team has no issue with verification by inspection. However, if the intent is to test the functionality specified in the requirements then, either the referenced test scripts will need to be modified to include steps to verify the requirements or new test scripts will need to be created. Note that the four test scripts referenced in this TIM have not been updated specifically for the ProjectA Project. Specifically, test script ul_hss1_test.scr includes references to two requirements from GALEX that are not applicable to ProjectA. 1. Requirements included in ul_hss1_test.scr: L4-SRUP-128 : OV4-UHS002 - The Uplink FSW shall reject any HSS1 message experiencing a hardware error. L4-SRUP-140 : OV4-UHS021 - The Uplink FSW shall log an HSS1 error if a GSC command is requested and none are available for transmission. L4-SRUP-141 : OV4-UHS022 - The Uplink FSW shall reset the Uplink side of the HSS1 interface when signaled by the OBC through a discrete line that a hang condition exists by performing the following actions: L4-SRUP-142 : OV4-UHS022.1 - Drop all GSC commands held by the Uplink L4-SRUP-143 : OV4-UHS022.2 - Abort any HSS1 transmissions in progress L4-SRUP-144 : OV4-UHS022.3 - Clear the GSC command interrupt line; L4-SRUP-145 : OV4-UHS023 - The Uplink FSW shall log the HSS1 interface hang condition as an HSS1 error. L4-SRUP-146 : OV4-UHS024 - The Uplink FSW shall log each dropped GSC command as a GSC command error. 2. Requirements included in ul_scsa_test.scr: L4-SRUP-151 : OV4-USC004 - The Uplink FSW shall maintain an error status describing the reason for the rejection of the last rejected SCSA message. L4-SRUP-152 : OV4-USC006 - The Uplink FSW shall abort and log as an SCSA error any VCDU transmission that has not completed within 100 milliseconds (ms). L4-SRUP-154 : OV4-USC012 - The Uplink FSW shall abort and log as an SCSA error any Downlink command transmission that has not completed within 100 microseconds. L4-SRUP-149 : OV4-USC002 - The Uplink FSW shall log any SCSA message experiencing a hardware error as an SCSA error. L4-SRUP-150 : OV4-USC003 - The Uplink FSW shall maintain a count of rejected SCSA messages. 3. Requirement included in ul_watchdog_monitor_test.scr: L4-SRUP-162 : SRC-UWM001 - The Uplink FSW shall monitor the OBC Watchdog timer at a frequency of once per second. 4. Requirements included in ul_master_clock.scr: L4-SRUP-191 : OV4-UMC003 - The Uplink FSW shall support an open loop mode of operation by loading a specified hardware divider with the number of Master Clock ticks specified to equal one second. L4-SRUP-195 : OV4-UMC016 - The Uplink FSW shall calculate an integer 1 Hz signal timing count, segmenting the count into evenly spaced integer values and applying these to every one of the 2 KHz intervals within one second. Note that L4-SRUP-191 and L4-SRUP-195 are not linked to ul_master_clock.scr in the 07/05/05 DOORS Database.",7/27/05
ProjectA - TIM - 1887,"Uplink Software Test 9, Uplink Telemetry and Status Functional Test, May Not Fully Verify the Linked Uplink SRS Requirements",2,"Uplink Software Test 9, Uplink Telemetry and Status Functional Test, is mapped to a set of Uplink SRS requirements; however, these requirements are not called out in the test script and it did not appear to IV&V that any of these requirements were tested. The test procedure states that this test verifies uplink card functionality for telemetry and status. The test procedure lists the following step: Record the Pass/Fail status for script. Ability to receive telemetry and status from uplink card. (pass or fail) The test script does not refer to the requirements and the script itself is difficult to relate to the requirements. For Example: msg ""Test 2:"" msg ""Enable monitor 0 with UTS disabled,"" msg ""Insure that it doesn't trigger"" The requirements traced to this test script are as follows: L4-SRUP-246 : DWN-TS004 - The Uplink FSW shall leave empty monitors, and responses disabled. L4-SRUP-248 : DWN-TS006 - The Uplink FSW telemetry monitor logic shall provide telemetry indicating current state and evaluation result for each monitor: L4-SRUP-249 : DWN-TS006.1 - State (enable/disable) - enabled default state, command enable/disable. L4-SRUP-250 : DWN-TS006.2 - Last check result (fail/pass) - updated every cycle based on telemetry. L4-SRUP-254 : DWN-TS006.4 - Fail flag status - set if check fails for persistnece, clear by command. L4-SRUP-261 : DWN-TS009 - The Uplink FSW telemetry monitors (individual or all) shall be enabled or disabled by command. L4-SRUP-263 : DWN-TS011 - The Uplink FSW telemetry monitors (individual or all) shall be reset to their default states by command (enabled, persistence reset, flag cleared). L4-SRUP-268 : DWN-TS014.2 - All (enabled) telemetry monitors evaluated. L4-SRUP-269 : DWN-TS014.3 - All (enabled) fault monitors evaluated until a fault is detected and a response is initiated.",7/27/05
ProjectA - TIM - 1886,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.4.7.7 and fsw_test_03 inconsistent with RVM,2,"The EngCntrl SRS and fsw_test_03 requirement text for the ""BFAULTPRT"" does not agree with the RVM. The EngCntrl SRS and the test script text discuss the requirement in terms of a BFAULTPRT command, and the RVM discusses an XFAULTPRT command. The command name is different in the versions of the requirement text. Also, the EngCntrl SRS requirement for the ""BFAULTPRT "" is numbered 3.4.7.7, the test script requirement for ""BFAULTPRT"" is numbered 3.4.6.7, and the RVM requirement for the ""XFAULTPRT "" is numbered 3.4.6.7. This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.4.7.7: BFAULTPRT The BFAULTPRT command is used to enable and disable various fault protection function of the Bootloader Software. Referenced Test Script Requirement 3.4.6.7: BFAULTPRT The BFAULTPRT command is used to enable and disable various fault protection function of the Bootloader Software. Referenced RVM Requirement 3.4.6.7: XFAULTPRT The XFAULTPRT command is used to enable and disable various fault protection function of the Bootloader Software.",7/15/05
ProjectA - TIM - 1885,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.4.7.5 and fsw_test_03 inconsistent with RVM,2,"The EngCntrl SRS and fsw_test_03 requirement text for the ""BPEEKMEM"" does not agree with the RVM. The EngCntrl SRS and the test script text discuss the requirement in terms of a BPEEKMEM command, and the RVM discusses an XPEEKMEM command. The command name is different in the versions of the requirement text. Also, the EngCntrl SRS requirement for the ""BPEEKMEM "" is numbered 3.4.7.5, the test script requirement for ""BPEEKMEM"" is numbered 3.4.6.5, and the RVM requirement for the ""XPEEKMEM "" is numbered 3.4.6.5. This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.4.7.5: BPEEKMEM The BPEEKMEM command is used to specify the start address to be used when the Telemetry Update task reports the memory peek data. Referenced Test Script Requirement 3.4.6.5: BPEEKMEM The BPEEKMEM command is used to specify the start address to be used when the Telemetry Update task reports the memory peek data. Referenced RVM Requirement 3.4.6.5: XPEEKMEM The XPEEKMEM command is used to specify the start address to be used when the Telemetry Update task reports the memory peek data.",7/15/05
ProjectA - TIM - 1884,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.4.7.4.3 and fsw_test_03 inconsistent with RVM,2,"The EngCntrl SRS and fsw_test_03 requirement text for the ""Checksum Calculation In Progress Check"" does not agree with the RVM. The EngCntrl SRS and the test script text discuss the requirement in terms of an BPOKEMEM command, and the RVM discusses an XPOKEMEM command. The command name is different in the versions of the requirement text. Also, the EngCntrl SRS requirement for the ""BPOKEMEM"" is numbered 3.4.7.4.3 and the RVM and test script requirement for ""BPOKEMEM"" is numbered 3.4.6.4.3. This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.4.7.4.3: Checksum Calculation In Progress Check The Bootloader shall indicate a CHECKSUM IN PROGRESS error if the Idle Process is calculating the Operational software checksum when a BPOKEMEM command is received and the command will be ignored. Referenced Test Script Requirement 3.4.6.4.3: Checksum Calculation In Progress Check The Bootloader shall indicate a CHECKSUM IN PROGRESS error if the Idle Process is calculating the Operational software checksum when a BPOKEMEM command is received and the command will be ignored. Referenced RVM Requirement 3.4.6.4.3: Checksum Calculation In Progress Check The Bootloader shall indicate a CHECKSUM IN PROGRESS error if the Idle Process is calculating the Operational software checksum when a XPOKEMEM command is received and the command will be ignored.",7/15/05
ProjectA - TIM - 1883,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.4.7.4.1 and fsw_test_03 inconsistent with RVM,2,"The EngCntrl SRS and fsw_test_03 requirement text for the ""Data Type Verification"" does not agree with the RVM. The EngCntrl SRS and the test script text discuss the requirement in terms of an BPOKEMEM command, and the RVM discusses an XPOKEMEM command. The command name is different in the versions of the requirement text. Also, the EngCntrl SRS requirement for the ""BPOKEMEM"" is numbered 3.4.7.4.1 and the RVM and test script requirement for ""BPOKEMEM"" is numbered 3.4.6.4.1. This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.4.7.4.1: Data Type Verification The Bootloader software shall verify the BPOKEMEM command specifies a valid data type. The Bootloader software shall indicate an INVALID COMMAND PARAMETER error if the data type is not valid and the command will be ignored. Referenced Test Script Requirement 3.4.6.4.1: Data Type Verification The Bootloader software shall verify the BPOKEMEM command specifies a valid data type. The Bootloader software shall indicate an INVALID COMMAND PARAMETER error if the data type is not valid and the command will be ignored. Referenced RVM Requirement 3.4.6.4.1: Data Type Verification The Bootloader software shall verify the XPOKEMEM command specifies a valid data type. The Bootloader software shall indicate an INVALID COMMAND PARAMETER error if the data type is not valid and the command will be ignored.",7/15/05
ProjectA - TIM - 1882,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.4.7.4 and fsw_test_03 inconsistent with RVM,2,"The EngCntrl SRS and fsw_test_03 requirement text for the ""BPOKEMEM"" does not agree with the RVM. The EngCntrl SRS and the test script text discuss the requirement in terms of an BPOKEMEM command, and the RVM discusses an XPOKEMEM command. The command name is different in the versions of the requirement text. Also, the EngCntrl SRS requirement for the ""BPOKEMEM"" is numbered 3.4.7.4 and the RVM and test script requirement for ""BPOKEMEM"" is numbered 3.4.6.4. This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.4.7.4: BPOKEMEM The BPOKEMEM command is used to write a data value into a specified memory location in the CPU address space. Referenced Test Script Requirement 3.4.6.4: BPOKEMEM The BPOKEMEM command is used to write a data value into a specified memory location in the CPU address space. Referenced RVM Requirement 3.4.6.4: BPOKEMEM The XPOKEMEM command is used to write a data value into a specified memory location in the CPU address space.",7/15/05
ProjectA - TIM - 1881,EngCntrl Test Scripts: EngCntrl SRS v1.2 and fsw_test_01 inconsistent with RVM for requirement 3.3.5.4,2,"The EngCntrl SRS and the requirement text included in the RVM and fsw_test_01 for EngCntrl SRS Requirement 3.3.5.4 do not agree . The SRS and the test script text for the ""1553 Command Sub-addresses"" are different than the RVM in that they discuss ""writes to subaddresses 2"" and the RVM discusses ""writes to sub-addresses 2 and 9"". This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.3.5.4: 1553 Command Sub-addresses The Bootloader Software shall configure the 1553 interface to provide 32 word buffers to receive host spacecraft writes to subaddresses 2. Referenced Test Script Requirement 3.3.5.4: 1553 Command Sub-addresses The Bootloader Software shall configure the 1553 interface to provide 32 word buffers to receive host spacecraft writes to sub-addresses 2. Referenced RVM Requirement 3.3.5.4: 1553 Command Sub-addresses The Bootloader Software shall configure the 1553 interface to provide 32 word buffers to receive host spacecraft writes to sub-addresses 2 and 9.",7/13/05
ProjectA - TIM - 1880,"EngCntrl Test Scripts: EngCntrl SRS v1.2 , fsw_test_01, and RVM all inconsistent with each other for requirement 3.3.5.5",2,"The EngCntrl SRS and fsw_test_01 requirement text do not agree with the RVM text for requirement 3.3.5.5. The SRS and fsw_test_01 states the reads are ""from sub-addresses 2 through 8"", but the RVM states the reads are ""from sub-addresses 2 through 9"". All three requirements state that there are eight 32-word buffers; therefore assuming one 32-word buffer is required for each subaddress, it would appear as though the RVM is the correct requirement since subaddresses 2 though 9 would equal eight addresses and subaddresses 2 through 8 would only equal seven addresses. However, the EngCntrl Code and EngCntrl-SC ICD indicate that only seven buffers are used for subaddresses 2 through 8. There appears to be a CM process issue, based on the data that indicates changes were made in 3 different places (SRS, RVM, and Test Scripts) but not roled back into the other sources. This leads to the questions as to whether the approved SRS requirement was implemented and verified. Referenced EngCntrl SRS Requirement 3.3.5.5: 1553 Telemetry Sub-addresses The Bootloader Software shall configure the 1553 interface to support eight 32-word buffers to support host spacecraft reads from sub-addresses 2 through 8. Referenced Test Script Requirement 3.3.5.5: 1553 Telemetry Subaddresses The Bootloader Software shall configure the 1553 interface to support eight 32-word buffers to support host spacecraft reads from subaddresses 2 through 8. RVM Requirement 3.3.5.5: 1553 Telemetry Sub-addresses The Bootloader Software shall configure the 1553 interface to support eight 32-word buffers to support host spacecraft reads from subaddresses 2 through 9. Artifact: ProjectA - Digital Control Interface Unit (EngCntrl) Code File: ..\EngCntrl-fsw-100\src\SH_DEFINE.H 172:#define COMMAND_SUBADDRESS 2 173:#define CIRCULAR_SUBADDRESS 2 174:#define PACKET_0_SUBADDRESS 3 175:#define PACKET_1_SUBADDRESS 4 176:#define PACKET_2_SUBADDRESS 5 177:#define PACKET_3_SUBADDRESS 6 178:#define PACKET_4_SUBADDRESS 7 179:#define PACKET_5_SUBADDRESS 8 180:#define TIME_BROADCAST_SUBADDRESS 24 181:#define DATA_WRAPAROUND_SUBADDRESS 30 File: ..\EngCntrl-fsw-100\src\SH_1553.H 44:#define WORDS_PER_SUBADDRESS 32 85: /* 0400 +200 */ WORD telemetry [2][8][WORDS_PER_SUBADDRESS]; 86: /* 0600 +020 */ WORD data_wrap_around[WORDS_PER_SUBADDRESS]; 87: /* 0620 +020 */ WORD spare_1553 [WORDS_PER_SUBADDRESS]; 88: /* 0640 +020 */ WORD time_broadcast [WORDS_PER_SUBADDRESS]; 89: /* 0660 +1A0 */ WORD spare_region[13][WORDS_PER_SUBADDRESS]; Artifact: ProjectA - Ion Propulsion System (Engine) - Digital Control Interface Unit (EngCntrl) - Spacecraft Interface Control Document (ICD) - DD-510. 5.2.3 1553 Subaddress Utilization The EngCntrl shall utilize the following subaddresses of the 1553 interface: Table 5-3: EngCntrl Subaddress Utilization ------------------------------------------------------------------ Subaddress Transmit Broadcast ------------------------------------------------------------------ 2 Circular Telemetry Buffer (Packet #0 - #5) 3 SOH Telemetry Packet #0 (Static) 4 SOH Telemetry Packet #1 (Static) 5 SOH Telemetry Packet #2 (Static) 6 SOH Telemetry Packet #3 (Static) 7 SOH Telemetry Packet #4 (Static) 8 SOH Telemetry Packet #5 (Static) 24 S/C Time Broadcast 30 Data Wrap Around ------------------------------------------------------------------ Commands for either FSW build shall be received by the EngCntrl via 1553 subaddress 2. The EngCntrl shall reject any command received to any subaddress other than subaddress 2. The spacecraft shall collect telemetry for either FSW build from the EngCntrl via 1553 subaddresses number 2 through subaddress 8. Subaddress number 2 contains a circular buffer of the data contained in subaddress 3 through subaddress 8. The EngCntrl shall reject any request to collect telemetry from any other subaddress. All telemetry collection shall be nondestructive. The circular buffer is updated by the EngCntrl based on the internal EngCntrl timers and may contain partially updated data when read asynchronously to the EngCntrl internal timers.",7/8/05
ProjectA - TIM - 1879,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement numbers inconsistent with RVM and test script numbers,3,"59 Requirement numbers for EngCntrl SRS requirements do not match the RVM and Test Scripts requirement numbers. 38 other requirements have this same issue, but are not included in this TIM because they also have additional issues beyond a numbering issue. Each of the additional 38 requirements with a numbering issue are identified within each individual TIM. See the attached excel file for a complete list of the 59 requirements with a only numbering issue. These inconsistencies lead to a concern about configuration management of the EngCntrl requirements and whether the requirements were finalized prior to completion of the formal verification.",7/8/05
ProjectA - TIM - 1878,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.5.1.1.3 inconsistent with RVM and fsw_test_06,2,"The EngCntrl SRS does not agree with the RVM and fsw_test_06 requirement text. The RVM and test script text for the ""Analog Data Correction"" is different than the SRS in that the RVM and test script refers to the ""EngCntrl Flight Software"", but the SRS refers to the ""Operational Software"". The intent of the requirement is the same; however, the inconsistency leads to the question concerning configuration management and whether the approved SRS requirements were verified. Referenced EngCntrl SRS Requirement 3.5.1.1.3: Analog Data Correction The Operational Software shall adjust all of the analog values read from the Analog Controller of the CPU board using calibration data for the board. Referenced Test Script Requirement 3.5.1.1.3: Analog Data Correction The EngCntrl Flight Software shall adjust all of the analog values read from the Analog Controller of the CPU board using calibration data for the board. Referenced RVM Requirement 3.5.1.1.3: Analog Data Correction The EngCntrl Flight Software shall adjust all of the analog values read from the Analog Controller of the CPU board using calibration data for the board.",7/8/05
